Company_name,City,Country,Business,Products,Tags,Fax,Telephone,Email,Web_Site,WhatsApp,Mobile,Linkedin
ÖZ BELGE TAR. ÜRN. GIDA NAK. ITH. IHR. VE TIC. LTD. STI.,Antakya/Hatay, Turkey,"['Exporter - Exporter', 'Transport - Logistics']","[{'Apricots': {'Convention.': False, 'Integrated': True, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Pomegranates': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Pears': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Peaches': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Nectarines': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Plums': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Grapes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Citrus fruits': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Tomatoes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Peaches', 'Citrus fruits', 'Apricots', 'Integrated farming', 'Conventional farming', 'Pomegranates', 'Nectarines', 'Pears', 'Tomatoes', 'Plums', 'Grapes']",+903262855540,+903262855559,belgetarim@hotmail.com,-,-,-,-
ÖZ GIDA TICARET LTD.STI.,Mersin, Turkey,['Exporter - Exporter'],"[{'Citrus fruits': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Vegetables': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Citrus fruits', 'Conventional farming', 'Pulses', 'Vegetables', 'Vegetables']",-,-,ozgida33@hotmail.com,-,-,+905322451068,-
ÖZ YETER TAR. ÜR. ZÜCC. INS. MALZ. ILE EV ALET. SAN. VE TIC. LTD.STI.,Antakya/Hatay, Turkey,['Exporter - Exporter'],"[{'Citrus fruits': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Tomatoes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Onions': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Citrus fruits', 'Onions', 'Conventional farming', 'Tomatoes']",-,+903262832331,ozyetertarim@hotmail.com,-,-,-,-
ÖZ-CEVHER TAR. ÜR. TIC. ITH. IHR. LTD.STI.,Hatay, Turkey,['Exporter - Exporter'],"[{'Fresh fruits': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Citrus fruits': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Vegetables': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Citrus fruits', 'Conventional farming', 'Fresh fruits', 'Pulses', 'Vegetables', 'Vegetables']",+903262218375,+903262218376,ozcevher_ltd@hotmail.com,-,-,+905325020571,-
ÖZÇORBACI ITH.IHR. VE TIC.LTD.STI.,Antakya/Hatay, Turkey,['Exporter - Exporter'],"[{'Citrus fruits': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Tomatoes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Citrus fruits', 'Conventional farming', 'Tomatoes']",+903262855994,+903262856666,ozcorbaci@windowslive.com,-,-,-,-
ÖZERLER DIS TIC. LTD. STI.,Gemlik/Bursa, Turkey,['Exporter - Exporter'],"[{'Olives': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Conventional farming', 'Olives']",+902245148419,+902245146353,info@uludagzeytin.com,www.uludagzeytin.com,-,-,-
ÖZGÜN GIDA SAN.VE TIC. LTD.STI.,Trabzon, Turkey,['Exporter - Exporter'],"[{'Hazelnuts': {'Convention.': False, 'Integrated': False, 'Organic': True, 'Biodynamic': False, 'Hydroponic': False}}]","['Organic farming', 'Hazelnuts']",+904623415203,+904623225794,ozgungida@ozgungida.com,www.ozgungida.com,-,-,-
ÖZGÜR YETER GIDA SAN. ITH. IHR. VE ULUS.NAK. LTD.STI.,Antakya/Hatay, Turkey,['Exporter - Exporter'],"[{'Mandarins': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Potatoes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Tomatoes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Onions': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Onions', 'Conventional farming', 'Mandarins', 'Potatoes', 'Tomatoes']",+903262832399,+903262325042,-,-,-,+905326129580,-
ÖZLER TARIM ISLETMESI,Seyhan/Adana, Turkey,"['Exporter - Exporter', 'Producer - Producer and trader', 'Wholesaler - Producer and trader']","[{'Mandarins': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Oranges': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Grapefruits': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Lemons': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Oranges', 'Citrons', 'Conventional farming', 'Lemons', 'Mandarins', 'Grapefruits']",-,+903223926030,songurozler@hotmail.com,www.ozlertarim.com,-,-,-
ÖZLER ZIRAAT,Adana, Turkey,['Exporter - Exporter'],"[{'Citrus fruits': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Tomatoes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Dried onions': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Citrus fruits', 'Dried onions', 'Conventional farming', 'Tomatoes']",+903224533028,+903223934859,ayseozler@hasat.net,www.hasat.net,-,-,-
ÖZSOY TARIM SANAYI VE TIC.LTD.STI.,Izmir, Turkey,"['Exporter - Exporter', 'Producer - Producer', 'Wholesaler - Producer']","[{'Walnuts': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Dry Fruit': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Laurel': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Aromatic herbs': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Rosemary': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Oregano': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Pulses': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Spices': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Coriander': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Laurel', 'Conventional farming', 'Coriander', 'Aromatic herbs', 'Dry Fruit', 'Pulses', 'Walnuts', 'Oregano', 'Rosemary', 'Spices']",+902324454525,+902324419543,info@ozsoyagroland.com,www.ozsoyagroland.com,-,-,-
PENGUEN GIDA A.S.,Bursa, Turkey,['Exporter - Exporter'],"[{'Frozen fruits': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Frozen vegetables': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Conventional farming', 'Frozen fruits', 'Frozen vegetables']",+902243242476,+902243242424,genchol@penguen.com.tr,www.penguen.com.tr,-,-,-
PLANTKO TAR. ÜR. SAN. TIC. LTD.STI.,Mersin, Turkey,"['Exporter - Exporter', 'Nursery - Plant Nursery']","[{'Strawberry plants': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Vegetables': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Potatoes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Conventional farming', 'Pulses', 'Vegetables', 'Potatoes', 'Strawberry plants', 'Vegetables']",-,+903242390651,-,-,-,-,-
POLAT NARENCIYE LTD. STI.,Mersin, Turkey,['Exporter - Exporter'],"[{'Citrus fruits': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Citrus fruits', 'Conventional farming']",-,+903242355659,info@polatnarenciye.com,www.polatnarenciye.com,-,-,-
POLEN TARIM URUNLERI LTD,Mersin, Turkey,['Exporter - Exporter'],"[{'Melons': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Watermelons': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Citrus fruits': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Tomatoes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Onions': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Citrus fruits', 'Watermelons', 'Onions', 'Conventional farming', 'Melons', 'Tomatoes']",-,-,basari.sebzemeyve@hotmail.com,www.cerry.co.uk,-,+905427206454,-
POYRAZ TARIMSAL ÜR. GIDA SAN. VE TIC. A.S.,Ordu, Turkey,['Exporter - Exporter'],"[{'Hazelnuts': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Conventional farming', 'Hazelnuts']",+904522370694,+904522370691,export@poyraznut.com,www.poyraznut.com,-,-,-
SABIRLAR FINDIK IHRACAT LTD.STI.,Trabzon, Turkey,['Exporter - Exporter'],"[{'Hazelnuts': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Conventional farming', 'Hazelnuts']",+904622725500,+904622725725,sabirlar@sabirhazelnut.com.tr,www.sabirhazelnut.com.tr,-,+905323146699,-
SADAMIR DIS TIC.LTD.STI.,Tarsus/Mersin, Turkey,['Exporter - Exporter'],"[{'Apples': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Mandarins': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Oranges': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Grapefruits': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Lemons': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Potatoes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Peppers': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Onions': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Oranges', 'Citrons', 'Onions', 'Conventional farming', 'Lemons', 'Mandarins', 'Apples', 'Potatoes', 'Peppers', 'Grapefruits']",+903246454167,+903246454202,eda_yalcinn@hotmail.com,www.sadamir.com.tr,-,+905336957217,-
SAGNAK ULUS. NAK. VE TIC. LTD.STI,Mersin, Turkey,"['Exporter - Exporter', 'Transport - Transports']","[{'Strawberries': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Mandarins': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Oranges': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Grapefruits': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Watermelons': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Lemons': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Peppers': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Tomatoes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Onions': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Watermelons', 'Oranges', 'Citrons', 'Onions', 'Conventional farming', 'Strawberries', 'Lemons', 'Mandarins', 'Peppers', 'Tomatoes', 'Grapefruits']",+903244513464,+903244513454,sagnak@sagnak.com.tr,www.sagnak.com.tr,-,-,-
SAHA TARIM ÜRÜNLERI ITH. IHR. LTD.STI.,Kuzeytepe/Antakya, Turkey,['Exporter - Exporter'],"[{'Fresh fruits': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Vegetables': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Potatoes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Dried onions': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Canned vegetables': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Dried onions', 'Conventional farming', 'Fresh fruits', 'Pulses', 'Vegetables', 'Potatoes', 'Vegetables', 'Canned vegetables']",+903262414897,+903262414962,guzsaha@mynet.com,www.sahatarim.com.tr,-,-,-
SALTAY DIS TIC. LTD.STI.,Aydin, Turkey,['Exporter - Exporter'],"[{'Fresh fruits': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Vegetables': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Olives': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Conventional farming', 'Fresh fruits', 'Pulses', 'Olives', 'Vegetables', 'Vegetables']",+902562311465,+902562310827,info@saltay.com,www.saltay.com,-,-,-
SAMEKS TARIM ÜR. DIS TIC. VE SAN. LTD.STI.,Mersin, Turkey,['Exporter - Exporter'],"[{'Pulses': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Dried pulses': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Conventional farming', 'Pulses', 'Dried pulses']",+903242380425,+903242393250,-,www.sameks.com.tr,-,+905327056655,-
SAREKS FOREIGN TRADE CO.LTD.,Mersin, Turkey,['Exporter - Exporter'],"[{'Fresh fruits': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Vegetables': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Conventional farming', 'Fresh fruits', 'Pulses', 'Vegetables', 'Vegetables']",+903242370298,+903242333243,necdetsabah@hotmail.com,-,-,+905322148194,-
SARILAR AMBALAJ INS.TAAH.PETROL URUN.SAN.TIC. LTD.STI.,Nilüfer/Bursa, Turkey,['Exporter - Exporter'],"[{'Figs': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Cherries': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Grapes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Cherries', 'Conventional farming', 'Figs', 'Grapes']",-,+902366644106,info@sarilarambalaj.com,-,-,+905303726375,-
SEBA DIS TICARET VE NAKLIYAT A.S.,Istanbul, Turkey,['Exporter - Exporter'],"[{'Figs': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Cherries': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Grapes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Citrus fruits': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Citrus fruits', 'Cherries', 'Conventional farming', 'Figs', 'Grapes']",+902163116255,+902163116252,info@houseofseba.com,-,-,+905424533059,-
SEGMEN TARIM SAN.TIC.LTD.STI.,Adana, Turkey,['Exporter - Exporter'],[],[],+903225292141,+903225292131,info@segmentarim.com,www.segmentarim.com,-,+905326555758,-
SELÇUK GIDA ENDÜSTRI IHR. ITH. A.S.,Pasaport/Izmir, Turkey,"['Exporter - Exporter', 'Producer - Producer and trader', 'Wholesaler - Producer and trader']","[{'Dry Fruit': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Conventional farming', 'Dry Fruit']",+902324467161,+902324454400,info@selcukfood.com,www.selcukfood.com,-,+905323825868,-
SEN IHRACAT DIS TIC.A.S.,Alsancak/Izmir, Turkey,"['Exporter - Exporter', 'Producer - Producer', 'Wholesaler - Producer']","[{'Sultanas Raisins': {'Convention.': True, 'Integrated': False, 'Organic': True, 'Biodynamic': False, 'Hydroponic': False}}, {'Dry Fruit': {'Convention.': True, 'Integrated': False, 'Organic': True, 'Biodynamic': False, 'Hydroponic': False}}]","['Organic farming', 'Conventional farming', 'Dry Fruit', 'Sultanas Raisins']",+902324217705,+902324221060,sencomp@superonline.com,www.senihracat.com,-,+905322958859,-
SENLER ENERJI MADENCILIK TAR.TURZ.INS.NAK. GIDA SAN. VE TIC.LTD.STI.,Antalya, Turkey,"['Exporter - Exporter', 'Producer - Producer', 'Producer - Producer and trader', 'Wholesaler - Producer', 'Wholesaler - Producer and trader']",[],[],+902423380680,+902423380660,mustafa.sen71@hotmail.com,www.senlergida.net,-,+905336854361,-
SENOCAK GIDA SANAYI VE TIC. A.S.,Ordu, Turkey,['Exporter - Exporter'],"[{'Hazelnuts': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Conventional farming', 'Hazelnuts']",+904522300616,+904522336580,senocaknut@senocaknut.com,www.senocaknut.com,-,-,-
SENOL ASLAN GIDA TUR. DIS TIC.SAN. LTD.STI.,Izmir, Turkey,"['Exporter - Exporter', 'Producer - Producer', 'Wholesaler - Producer']","[{'Olives': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Peppers': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Capers': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Dried tomatoes': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Pulses': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Salads': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}, {'Canned vegetables': {'Convention.': True, 'Integrated': False, 'Organic': False, 'Biodynamic': False, 'Hydroponic': False}}]","['Capers', 'Conventional farming', 'Salads', 'Pulses', 'Olives', 'Peppers', 'Dried tomatoes', 'Canned vegetables']",+902324620575,+902324620110,senolaslan@yahoo.com,www.sampex.com,-,-,-
